1 1 0.0294628 0.0174701
0.955729 0.599573 0.0284827 0.0120977
0.940972 0.502671 0.0281551 0.0107363
0.93316 0.446971 0.0279815 0.00993458
0.925781 0.407294 0.0278174 0.00935248
0.921441 0.377079 0.0277208 0.00890176
0.917101 0.351137 0.0276242 0.00850879
0.913194 0.32901 0.0275372 0.00816861
0.91059 0.314055 0.0274792 0.00793577
0.909288 0.30032 0.0274502 0.00771965
0.90625 0.288265 0.0273825 0.00752798
0.905382 0.276362 0.0273631 0.00733679
0.902778 0.26629 0.0273051 0.00717339
0.89974 0.256982 0.0272373 0.00702094
0.898003 0.248131 0.0271986 0.00687464
0.897135 0.242332 0.0271792 0.00677804
0.896701 0.236075 0.0271695 0.0066731
0.895399 0.229208 0.0271405 0.00655703
0.892795 0.222951 0.0270824 0.00645044
0.891927 0.218678 0.027063 0.00637716
0.891493 0.211201 0.0270533 0.00624793
0.891493 0.206165 0.0270533 0.00616014
0.890191 0.204029 0.0270242 0.00612271
0.888889 0.200214 0.0269951 0.00605558
0.885851 0.196551 0.0269273 0.00599078
0.885851 0.191821 0.0269273 0.00590654
0.884983 0.188158 0.0269079 0.00584088
0.881944 0.184801 0.02684 0.00578036
0.88151 0.181901 0.0268303 0.00572781
0.880642 0.178239 0.0268109 0.00566106
0.879774 0.173966 0.0267915 0.00558265
0.878906 0.170456 0.0267721 0.00551778
0.877604 0.166641 0.026743 0.00544678
0.877604 0.1642 0.026743 0.00540107
0.876302 0.161911 0.0267139 0.00535801
0.875 0.160385 0.0266848 0.0053292
0.874566 0.157485 0.0266751 0.00527421
0.873698 0.155349 0.0266556 0.00523348
0.872396 0.152907 0.0266265 0.0051867
0.871962 0.151076 0.0266168 0.00515145
0.871528 0.150008 0.0266071 0.00513082
0.869792 0.148176 0.0265683 0.00509535
0.86849 0.147566 0.0265391 0.00508349
0.868056 0.145887 0.0265294 0.0050508
0.867622 0.144514 0.0265197 0.00502395
0.867187 0.142835 0.02651 0.00499102
0.864149 0.140852 0.026442 0.00495194
0.863281 0.139173 0.0264225 0.00491872
0.863281 0.137189 0.0264225 0.00487928
0.863281 0.136273 0.0264225 0.00486102
0.863281 0.135053 0.0264225 0.00483659
0.862413 0.133679 0.0264031 0.00480902
0.861979 0.132611 0.0263934 0.00478751
0.861111 0.13139 0.0263739 0.00476286
0.860243 0.130475 0.0263545 0.00474431
0.859809 0.129559 0.0263447 0.00472572
0.859375 0.128643 0.026335 0.00470708
0.858941 0.128338 0.0263253 0.00470086
0.858941 0.12727 0.0263253 0.00467904
0.858507 0.126354 0.0263156 0.00466029
0.858073 0.125439 0.0263058 0.00464148
0.857205 0.124828 0.0262864 0.00462892
0.857205 0.12376 0.0262864 0.00460688
0.856771 0.122692 0.0262767 0.00458478
0.856337 0.122081 0.0262669 0.00457211
0.856337 0.121471 0.0262669 0.00455943
0.856337 0.119182 0.0262669 0.00451165
0.855903 0.118572 0.0262572 0.00449886
0.855035 0.118266 0.0262378 0.00449245
0.855035 0.117809 0.0262378 0.00448283
0.855035 0.117351 0.0262378 0.00447319
0.854601 0.116893 0.026228 0.00446355
0.853299 0.11613 0.0261988 0.00444743
