1 1 0.0208901 0.0160036
0.999782 0.997823 0.0208867 0.0159775
0.997382 0.972468 0.0208491 0.0156727
0.992145 0.929568 0.020767 0.0151556
0.987563 0.89653 0.0206951 0.0147559
0.982108 0.859393 0.0206095 0.0143049
0.978398 0.828531 0.0205513 0.0139286
0.974471 0.800102 0.0204897 0.0135807
0.969234 0.7759 0.0204074 0.0132836
0.963343 0.756819 0.0203148 0.0130485
0.960288 0.73697 0.0202668 0.0128033
0.95636 0.718786 0.0202051 0.012578
0.953742 0.701242 0.0201639 0.01236
0.950033 0.686516 0.0201055 0.0121765
0.947851 0.673582 0.0200712 0.0120149
0.943705 0.659495 0.0200059 0.0118385
0.94065 0.647202 0.0199578 0.0116841
0.937159 0.636317 0.0199028 0.0115471
0.933232 0.626841 0.0198409 0.0114276
0.93105 0.616852 0.0198065 0.0113013
0.927777 0.605839 0.0197549 0.0111617
0.923849 0.592778 0.019693 0.0109958
0.917958 0.57946 0.0196 0.010826
0.912503 0.567422 0.0195139 0.0106721
0.909666 0.556793 0.0194691 0.0105357
0.90683 0.546933 0.0194242 0.0104089
0.903993 0.537457 0.0193794 0.0102867
0.899629 0.528877 0.0193104 0.0101757
0.897447 0.518632 0.0192759 0.0100429
0.895265 0.511589 0.0192414 0.0099513
0.891338 0.501217 0.0191792 0.00981605
0.889156 0.491996 0.0191447 0.00969543
0.886755 0.483545 0.0191067 0.00958453
0.883482 0.476117 0.0190548 0.0094868
0.880428 0.470227 0.0190064 0.0094091
0.877809 0.463184 0.0189649 0.00931597
0.874973 0.457037 0.0189199 0.00923449
0.872791 0.451274 0.0188853 0.00915793
0.8717 0.446536 0.018868 0.00909484
0.869081 0.442054 0.0188265 0.00903505
0.866463 0.437188 0.0187849 0.00897001
0.863408 0.431169 0.0187364 0.00888938
0.861226 0.425663 0.0187018 0.00881543
0.859262 0.421693 0.0186706 0.008762
0.857735 0.415418 0.0186463 0.00867736
0.85599 0.410424 0.0186186 0.00860981
0.853589 0.40543 0.0185805 0.0085421
0.85228 0.401332 0.0185596 0.00848642
0.850098 0.396722 0.0185249 0.00842365
0.84748 0.393008 0.0184833 0.00837298
0.846607 0.389038 0.0184694 0.0083187
0.84508 0.385965 0.0184451 0.00827661
0.843989 0.381483 0.0184278 0.00821509
0.842243 0.37841 0.0184 0.00817283
0.840497 0.376104 0.0183722 0.00814108
0.838097 0.372647 0.018334 0.00809339
0.835479 0.370726 0.0182923 0.00806685
0.833733 0.367012 0.0182645 0.00801547
0.832206 0.364835 0.0182401 0.00798529
0.830897 0.36189 0.0182193 0.00794441
0.829369 0.358945 0.0181949 0.00790346
0.827624 0.355999 0.0181671 0.00786243
0.826315 0.354079 0.0181462 0.00783563
0.824787 0.351902 0.0181218 0.00780523
0.823478 0.348956 0.0181009 0.00776402
0.821732 0.346523 0.0180731 0.00772993
0.820642 0.343578 0.0180557 0.00768858
0.819114 0.340889 0.0180313 0.00765077
0.818023 0.337815 0.0180139 0.00760747
0.817369 0.335126 0.0180034 0.00756951
0.816278 0.333205 0.017986 0.00754235
0.814532 0.331412 0.0179581 0.00751697
0.812786 0.33026 0.0179303 0.00750064
0.812786 0.327059 0.0179303 0.00745521
0.810604 0.324753 0.0178954 0.00742244
0.809513 0.322833 0.017878 0.00739509
0.80755 0.320143 0.0178466 0.00735674
0.80624 0.317838 0.0178256 0.0073238
0.805368 0.316174 0.0178117 0.00729998
0.804277 0.313997 0.0177942 0.00726879
0.803404 0.312716 0.0177803 0.00725041
0.802531 0.311051 0.0177663 0.0072265
0.802531 0.309002 0.0177663 0.00719703
0.801877 0.307466 0.0177558 0.0071749
0.800349 0.305289 0.0177314 0.0071435
0.799476 0.303752 0.0177174 0.0071213
0.79904 0.301447 0.0177105 0.00708796
0.798822 0.299526 0.017707 0.00706012
0.797949 0.296837 0.017693 0.00702108
0.797076 0.295556 0.017679 0.00700246
0.796422 0.294276 0.0176685 0.00698382
0.795331 0.293764 0.0176511 0.00697636
0.794458 0.292483 0.0176371 0.00695769
0.793803 0.291331 0.0176266 0.00694087
0.79293 0.289538 0.0176126 0.00691468
0.792276 0.287873 0.0176021 0.00689032
0.790967 0.286208 0.0175812 0.00686592
0.790312 0.284928 0.0175707 0.00684714
0.789439 0.283007 0.0175567 0.00681891
0.788348 0.281726 0.0175392 0.00680007
0.787694 0.279933 0.0175287 0.00677366
0.786821 0.278269 0.0175147 0.00674909
0.78573 0.276604 0.0174972 0.00672449
0.785512 0.275451 0.0174937 0.00670744
0.784202 0.274043 0.0174727 0.00668657
0.783548 0.272506 0.0174623 0.00666377
0.782893 0.271097 0.0174518 0.00664285
0.781584 0.269433 0.0174308 0.00661808
